Request_ID,Department,Start_Time,End_Time,SLA_Status,Processing_Time,Employee_ID,Priority
REQ03993,Finance,2026-06-05 20:01:00,2026-06-05 21:15:00,Breached,74.0,E122,Low
REQ03994,Finance,2026-06-02 14:27:00,2026-06-02 15:38:00,Met,71.0,E118,High
REQ03995,Operations,2026-06-01 14:42:00,,Met,,E436,Medium
REQ03996,IT,2026-06-28 07:01:00,,Met,,E487,Medium
REQ03997,IT,2026-06-11 20:06:00,2026-06-11 21:08:00,Met,62.0,E297,High
REQ03998,HR,2026-06-07 10:41:00,2026-06-07 11:03:00,Breached,22.0,E116,Low
REQ03999,IT,2026-06-24 23:01:00,2026-06-24 23:43:00,Met,42.0,E341,Medium
REQ04000,HR,2026-06-08 06:45:00,2026-06-08 11:06:00,Breached,261.0,E225,Low
REQ04001,IT,2026-06-18 09:59:00,2026-06-18 10:54:00,,55.0,E185,High
REQ04002,Operations,2026-06-12 09:50:00,2026-06-12 16:57:00,,427.0,E275,High
REQ04003,Operations,2026-06-15 08:38:00,,Met,,E297,High
REQ04004,Operations,2026-06-02 13:45:00,2026-06-02 15:38:00,,113.0,E463,Medium
REQ04005,Finance,2026-06-17 11:58:00,2026-06-17 17:39:00,,341.0,E200,High
REQ04006,Finance,2026-06-01 20:30:00,2026-06-02 01:35:00,Met,305.0,E448,High
REQ04007,IT,2026-06-27 13:41:00,2026-06-27 15:40:00,Breached,119.0,E147,Low
REQ04008,IT,2026-06-28 03:01:00,2026-06-28 04:29:00,Breached,88.0,E109,Low
REQ04009,Operations,2026-06-15 19:39:00,2026-06-15 21:24:00,Met,105.0,E409,High
REQ04010,IT,2026-06-12 10:15:00,,Breached,,E212,High
REQ04011,HR,2026-06-21 10:22:00,,Met,,E406,Medium
REQ04012,HR,2026-06-27 15:34:00,2026-06-27 19:39:00,Met,245.0,E484,Low
REQ04013,Operations,2026-06-17 15:05:00,,Met,,E470,High
REQ04014,HR,2026-06-18 00:46:00,2026-06-18 01:53:00,,67.0,E413,Low
REQ04015,Operations,2026-06-13 13:05:00,2026-06-13 21:15:00,,490.0,E435,Low
REQ04016,IT,2026-06-19 15:39:00,2026-06-19 22:54:00,,435.0,E413,Low
REQ04017,Finance,2026-06-19 19:06:00,2026-06-19 19:52:00,Breached,46.0,E420,Low
REQ04018,Operations,2026-06-20 17:57:00,,,,E367,Low
REQ04019,Operations,2026-06-18 17:01:00,2026-06-18 22:25:00,Met,324.0,E437,High
REQ04020,Finance,2026-06-08 07:20:00,,,,E309,Medium
REQ04021,IT,2026-06-23 04:13:00,,Breached,,E228,Medium
REQ04022,IT,2026-06-13 20:10:00,2026-06-13 23:50:00,Breached,220.0,E211,Low
REQ04023,HR,2026-06-27 03:56:00,2026-06-27 04:28:00,Met,32.0,E390,Low
REQ04024,Finance,2026-06-07 18:57:00,2026-06-08 01:02:00,,365.0,E456,Medium
REQ04025,Finance,2026-06-02 17:07:00,,Met,,E425,High
REQ04026,HR,2026-06-28 17:59:00,,,,E330,Medium
REQ04027,HR,2026-06-26 15:24:00,2026-06-26 16:13:00,Met,49.0,E278,High
REQ04028,Operations,2026-06-15 15:59:00,2026-06-15 16:56:00,Breached,57.0,E211,Low
REQ04029,Finance,2026-06-30 19:26:00,2026-07-01 00:59:00,Met,333.0,E325,High
REQ04030,Operations,2026-06-11 00:33:00,2026-06-11 02:09:00,Breached,96.0,E335,Medium
REQ04031,IT,2026-06-07 07:49:00,2026-06-07 13:03:00,Breached,314.0,E497,High
REQ04032,Finance,2026-06-29 16:25:00,,Met,,E463,Medium
REQ04033,HR,2026-06-29 16:33:00,2026-06-29 18:08:00,Breached,95.0,E247,Medium
REQ04034,HR,2026-06-02 23:33:00,,,,E276,High
REQ04035,HR,2026-06-13 01:54:00,2026-06-13 02:24:00,Met,30.0,E174,Medium
REQ04036,IT,2026-06-02 15:20:00,2026-06-02 17:12:00,Met,112.0,E411,Low
REQ04037,IT,2026-06-02 16:37:00,,,,E297,High
REQ04038,HR,2026-06-05 14:34:00,2026-06-05 19:19:00,Met,285.0,E117,Medium
REQ04039,Operations,2026-06-24 11:10:00,2026-06-24 15:59:00,Met,289.0,E443,High
REQ04040,Operations,2026-06-01 10:55:00,2026-06-01 12:09:00,,74.0,E261,Medium
REQ04041,IT,2026-06-18 07:50:00,2026-06-18 13:52:00,,362.0,E273,Low
REQ04042,HR,2026-06-28 18:29:00,2026-06-28 19:01:00,Breached,32.0,E109,Low
REQ04043,Operations,2026-06-22 23:01:00,,Breached,,E465,Medium
REQ04044,Operations,2026-06-25 05:01:00,2026-06-25 06:33:00,,92.0,E102,Medium
REQ04045,HR,2026-06-28 15:39:00,2026-06-28 23:08:00,,449.0,E482,Medium
REQ04046,Operations,2026-06-05 12:51:00,2026-06-05 14:39:00,Breached,108.0,E433,Medium
REQ04047,IT,2026-06-18 23:40:00,2026-06-19 00:03:00,Breached,23.0,E316,Medium
REQ04048,HR,2026-06-09 10:23:00,2026-06-09 17:40:00,,437.0,E481,High
REQ04049,HR,2026-06-08 10:59:00,2026-06-08 12:29:00,Met,90.0,E452,Low
REQ04050,IT,2026-06-10 09:14:00,2026-06-10 11:11:00,,117.0,E110,High
REQ04051,Finance,2026-06-23 17:46:00,2026-06-23 19:36:00,,110.0,E202,Medium
REQ04052,Finance,2026-06-30 05:16:00,,Met,,E381,Medium
REQ04053,IT,2026-06-23 14:42:00,2026-06-23 15:27:00,Breached,45.0,E367,High
REQ04054,Finance,2026-06-05 09:05:00,2026-06-05 10:21:00,,76.0,E315,High
REQ04055,Finance,2026-06-30 04:39:00,2026-06-30 06:31:00,Met,112.0,E399,High
REQ04056,Finance,2026-06-05 01:12:00,,,,E417,Medium
REQ04057,IT,2026-06-18 10:01:00,2026-06-18 11:51:00,Breached,110.0,E207,High
REQ04058,HR,2026-06-09 17:27:00,2026-06-09 18:42:00,Met,75.0,E374,Low
REQ04059,Operations,2026-06-17 02:06:00,2026-06-17 03:42:00,Breached,96.0,E183,Medium
REQ04060,IT,2026-06-15 19:36:00,,,,E315,Low
REQ04061,Finance,2026-06-24 13:29:00,,Breached,,E174,High
REQ04062,IT,2026-06-14 07:40:00,2026-06-14 15:37:00,,477.0,E119,High
REQ04063,Finance,2026-06-20 13:57:00,2026-06-20 21:41:00,Met,464.0,E498,Medium
REQ04064,Finance,2026-06-15 15:45:00,2026-06-15 16:53:00,Breached,68.0,E233,Medium
REQ04065,HR,2026-06-17 11:43:00,2026-06-17 17:31:00,Breached,348.0,E477,Low
REQ04066,Operations,2026-06-04 08:30:00,2026-06-04 09:44:00,Met,74.0,E173,High
REQ04067,Finance,2026-06-20 17:28:00,2026-06-20 22:15:00,,287.0,E372,High
REQ04068,IT,2026-06-13 19:52:00,,Met,,E301,Low
REQ04069,Operations,2026-06-13 08:32:00,2026-06-13 16:25:00,Met,473.0,E196,High
REQ04070,HR,2026-06-07 16:48:00,,,,E215,High
REQ04071,IT,2026-06-18 20:49:00,,,,E420,Low
REQ04072,Finance,2026-06-02 02:00:00,,Breached,,E314,High
REQ04073,Finance,2026-06-29 19:33:00,2026-06-30 03:39:00,Breached,486.0,E400,Medium
REQ04074,IT,2026-06-29 02:03:00,2026-06-29 10:16:00,Met,493.0,E237,Medium
REQ04075,HR,2026-06-29 22:30:00,,,,E122,Medium
REQ04076,Operations,2026-06-13 12:44:00,2026-06-13 19:51:00,,427.0,E446,Medium
REQ04077,IT,2026-06-27 14:12:00,2026-06-27 15:41:00,,89.0,E242,Medium
REQ04078,IT,2026-06-27 20:47:00,,,,E361,Low
REQ04079,HR,2026-06-04 06:48:00,,,,E155,High
REQ04080,Operations,2026-06-26 02:28:00,2026-06-26 04:02:00,Met,94.0,E405,Low
REQ04081,Finance,2026-06-27 23:14:00,2026-06-28 07:00:00,Met,466.0,E446,High
REQ04082,Finance,2026-06-12 20:22:00,,Met,,E110,Medium
REQ04083,HR,2026-06-12 18:26:00,2026-06-12 19:17:00,Met,51.0,E268,Medium
REQ04084,Operations,2026-06-27 10:18:00,2026-06-27 16:16:00,Breached,358.0,E237,High
REQ04085,Finance,2026-06-23 23:54:00,,Breached,,E178,Medium
REQ04086,HR,2026-06-26 20:06:00,,,,E482,Medium
REQ04087,HR,2026-06-25 00:51:00,2026-06-25 06:09:00,Breached,318.0,E212,Medium
REQ04088,Operations,2026-06-04 04:22:00,,,,E349,Low
REQ04089,HR,2026-06-30 13:37:00,2026-06-30 14:16:00,Met,39.0,E470,High
REQ04090,Finance,2026-06-21 10:26:00,2026-06-21 16:48:00,Met,382.0,E195,Low
REQ04091,Finance,2026-06-24 04:50:00,2026-06-24 09:56:00,Met,306.0,E296,High
REQ04092,Finance,2026-06-02 02:56:00,2026-06-02 03:57:00,Met,61.0,E225,High
REQ04093,HR,2026-06-25 14:51:00,2026-06-25 21:58:00,Breached,427.0,E268,Low
REQ04094,IT,2026-06-02 04:14:00,2026-06-02 11:31:00,,437.0,E409,Low
REQ04095,IT,2026-06-03 16:00:00,,Breached,,E371,High
REQ04096,HR,2026-06-27 01:20:00,2026-06-27 02:29:00,Breached,69.0,E430,Low
REQ04097,IT,2026-06-15 18:19:00,,Breached,,E133,Medium
REQ04098,IT,2026-06-08 05:07:00,,,,E438,Medium
REQ04099,Finance,2026-06-10 14:49:00,,,,E357,High
REQ04100,HR,2026-06-06 01:23:00,,Breached,,E500,Medium
REQ04101,Finance,2026-06-15 19:09:00,2026-06-15 22:32:00,Met,203.0,E391,Medium
REQ04102,HR,2026-06-04 17:27:00,2026-06-04 22:05:00,Met,278.0,E268,Low
REQ04103,IT,2026-06-09 05:53:00,2026-06-09 13:44:00,Breached,471.0,E310,Medium
REQ04104,Finance,2026-06-30 04:08:00,2026-06-30 04:41:00,,33.0,E386,Low
REQ04105,HR,2026-06-14 11:16:00,2026-06-14 16:53:00,Breached,337.0,E364,Low
REQ04106,Operations,2026-06-30 20:01:00,2026-06-30 21:20:00,,79.0,E314,Low
REQ04107,Operations,2026-06-14 00:04:00,,Met,,E438,Low
REQ04108,HR,2026-06-01 14:28:00,2026-06-01 15:26:00,Breached,58.0,E465,High
REQ04109,IT,2026-06-24 12:34:00,2026-06-24 18:50:00,Met,376.0,E475,Medium
REQ04110,Finance,2026-06-24 11:59:00,2026-06-24 13:08:00,Met,69.0,E466,Low
REQ04111,HR,2026-06-22 05:40:00,2026-06-22 09:43:00,,243.0,E265,Medium
REQ04112,Finance,2026-06-16 10:26:00,2026-06-16 15:05:00,,279.0,E408,Low
REQ04113,HR,2026-06-18 00:12:00,2026-06-18 00:35:00,Met,23.0,E214,Medium
REQ04114,HR,2026-06-30 19:37:00,2026-06-30 21:34:00,Met,117.0,E432,High
REQ04115,Finance,2026-06-07 00:22:00,2026-06-07 06:32:00,Met,370.0,E442,High
REQ04116,HR,2026-06-29 03:25:00,2026-06-29 10:42:00,,437.0,E200,High
REQ04117,Finance,2026-06-20 12:32:00,2026-06-20 16:56:00,Breached,264.0,E363,Medium
REQ04118,Finance,2026-06-18 19:02:00,,Breached,,E350,Low
REQ04119,Operations,2026-06-12 01:47:00,,,,E457,High
REQ04120,Finance,2026-06-24 05:01:00,2026-06-24 06:55:00,,114.0,E150,Low
REQ04121,Operations,2026-06-16 04:15:00,2026-06-16 09:51:00,,336.0,E297,Low
REQ04122,Finance,2026-06-24 03:25:00,2026-06-24 04:14:00,Breached,49.0,E279,Low
REQ04123,Finance,2026-06-01 23:59:00,2026-06-02 00:30:00,Met,31.0,E139,Low
REQ04124,Finance,2026-06-10 19:40:00,2026-06-11 01:53:00,,373.0,E192,High
REQ04125,Operations,2026-06-20 23:55:00,2026-06-21 01:00:00,Met,65.0,E366,Medium
REQ04126,Finance,2026-06-22 23:48:00,2026-06-23 00:46:00,,58.0,E491,Medium
REQ04127,Operations,2026-06-16 11:08:00,,,,E169,Medium
REQ04128,Finance,2026-06-04 12:58:00,2026-06-04 14:02:00,,64.0,E295,Medium
REQ04129,HR,2026-06-02 23:19:00,2026-06-03 04:37:00,Met,318.0,E384,Medium
REQ04130,Operations,2026-06-14 02:44:00,2026-06-14 03:56:00,,72.0,E310,Medium
REQ04131,IT,2026-06-07 08:27:00,2026-06-07 09:00:00,Breached,33.0,E168,Low
REQ04132,HR,2026-06-05 03:37:00,2026-06-05 09:34:00,Met,357.0,E284,Medium
REQ04133,HR,2026-06-28 04:10:00,,Breached,,E170,High
REQ04134,Finance,2026-06-19 09:04:00,,Breached,,E275,Medium
REQ04135,HR,2026-06-14 16:22:00,2026-06-14 19:56:00,Met,214.0,E459,Medium
REQ04136,Finance,2026-06-16 00:14:00,2026-06-16 00:37:00,Met,23.0,E368,Medium
REQ04137,Operations,2026-06-29 22:59:00,2026-06-29 23:39:00,Met,40.0,E135,High
REQ04138,HR,2026-06-20 02:29:00,,Breached,,E434,Medium
REQ04139,IT,2026-06-21 16:20:00,2026-06-21 17:22:00,Breached,62.0,E359,High
REQ04140,HR,2026-06-11 13:13:00,,,,E353,Medium
REQ04141,IT,2026-06-01 18:21:00,,,,E377,High
REQ04142,Finance,2026-06-03 08:18:00,2026-06-03 14:04:00,Met,346.0,E336,High
REQ04143,Finance,2026-06-29 21:29:00,2026-06-29 21:52:00,Breached,23.0,E251,Medium
REQ04144,IT,2026-06-08 09:45:00,2026-06-08 10:52:00,Breached,67.0,E397,High
REQ04145,IT,2026-06-08 23:57:00,2026-06-09 05:19:00,Met,322.0,E239,High
REQ04146,IT,2026-06-24 22:48:00,2026-06-25 05:12:00,,384.0,E353,Medium
REQ04147,Finance,2026-06-06 12:28:00,2026-06-06 16:19:00,,231.0,E111,Medium
REQ04148,HR,2026-06-05 21:44:00,,Breached,,E135,High
REQ04149,Finance,2026-06-19 02:16:00,2026-06-19 10:21:00,Met,485.0,E335,Low
REQ04150,Operations,2026-06-02 15:11:00,,Met,,E377,High
REQ04151,Finance,2026-06-09 02:10:00,2026-06-09 07:59:00,Breached,349.0,E161,High
REQ04152,IT,2026-06-26 03:45:00,,Breached,,E321,Medium
REQ04153,Operations,2026-06-22 15:28:00,,,,E431,High
REQ04154,Operations,2026-06-06 05:06:00,2026-06-06 11:49:00,Met,403.0,E440,Low
REQ04155,Finance,2026-06-03 12:39:00,2026-06-03 13:22:00,Breached,43.0,E368,Medium
REQ04156,Operations,2026-06-23 02:30:00,2026-06-23 06:45:00,,255.0,E142,High
REQ04157,Operations,2026-06-28 17:50:00,2026-06-28 18:20:00,,30.0,E312,Low
REQ04158,IT,2026-06-20 04:18:00,2026-06-20 10:57:00,Met,399.0,E499,Low
REQ04159,IT,2026-06-05 19:14:00,,Breached,,E110,High
REQ04160,Operations,2026-06-20 09:30:00,2026-06-20 16:02:00,Met,392.0,E102,High
REQ04161,Finance,2026-06-03 21:26:00,2026-06-03 22:10:00,Met,44.0,E392,Medium
REQ04162,Operations,2026-06-30 15:52:00,2026-06-30 22:03:00,Met,371.0,E286,Low
REQ04163,HR,2026-06-26 07:17:00,2026-06-26 07:45:00,,28.0,E362,Low
REQ04164,HR,2026-06-05 21:11:00,2026-06-06 03:23:00,Met,372.0,E313,High
REQ04165,Operations,2026-06-13 08:23:00,,,,E130,Medium
REQ04166,Operations,2026-06-26 10:40:00,2026-06-26 11:53:00,Met,73.0,E221,Medium
REQ04167,HR,2026-06-16 20:13:00,2026-06-16 21:30:00,,77.0,E449,Low
REQ04168,Operations,2026-06-08 21:33:00,2026-06-09 03:04:00,Breached,331.0,E400,High
REQ04169,IT,2026-06-04 20:33:00,2026-06-05 03:03:00,Met,390.0,E140,Low
REQ04170,Finance,2026-06-15 09:01:00,,,,E206,High
REQ04171,Finance,2026-06-19 11:27:00,,,,E237,Low
REQ04172,HR,2026-06-18 14:12:00,2026-06-18 15:28:00,Met,76.0,E456,Low
REQ04173,Operations,2026-06-23 15:29:00,2026-06-23 21:50:00,Breached,381.0,E391,Low
REQ04174,Operations,2026-06-26 16:57:00,2026-06-26 17:48:00,Met,51.0,E211,Medium
REQ04175,HR,2026-06-02 18:23:00,2026-06-03 01:24:00,Breached,421.0,E447,High
REQ04176,IT,2026-06-17 13:54:00,2026-06-17 21:01:00,Met,427.0,E225,Low
REQ04177,Operations,2026-06-25 01:39:00,,Breached,,E323,High
REQ04178,HR,2026-06-01 10:00:00,,,,E242,Low
REQ04179,HR,2026-06-21 06:03:00,2026-06-21 11:46:00,,343.0,E398,High
REQ04180,IT,2026-06-05 02:22:00,,,,E250,High
REQ04181,Finance,2026-06-25 05:06:00,,Met,,E252,High
REQ04182,Operations,2026-06-17 17:03:00,2026-06-17 23:38:00,Breached,395.0,E412,Medium
REQ04183,Operations,2026-06-28 06:30:00,,Met,,E373,Medium
REQ04184,HR,2026-06-27 14:46:00,2026-06-27 22:20:00,Met,454.0,E146,High
REQ04185,Operations,2026-06-24 01:00:00,2026-06-24 09:07:00,Breached,487.0,E303,Medium
REQ04186,HR,2026-06-28 06:30:00,2026-06-28 06:57:00,Breached,27.0,E153,Low
REQ04187,IT,2026-06-14 15:39:00,2026-06-14 23:01:00,Met,442.0,E354,Medium
REQ04188,Operations,2026-06-13 04:01:00,2026-06-13 08:19:00,Breached,258.0,E287,Medium
REQ04189,IT,2026-06-25 06:58:00,2026-06-25 07:30:00,Met,32.0,E185,High
REQ04190,HR,2026-06-30 05:34:00,,Met,,E435,Medium
REQ04191,Finance,2026-06-01 12:25:00,2026-06-01 20:04:00,Breached,459.0,E314,Medium
REQ04192,Finance,2026-06-07 17:17:00,2026-06-07 19:02:00,,105.0,E419,High
REQ04193,HR,2026-06-07 19:16:00,2026-06-07 20:33:00,Met,77.0,E345,Low
REQ04194,IT,2026-06-16 13:58:00,2026-06-16 18:06:00,Breached,248.0,E495,Medium
REQ04195,Finance,2026-06-21 14:26:00,2026-06-21 15:01:00,,35.0,E182,Medium
REQ04196,Operations,2026-06-13 10:36:00,2026-06-13 12:13:00,Breached,97.0,E500,Medium
REQ04197,IT,2026-06-06 06:05:00,2026-06-06 07:48:00,Met,103.0,E401,Low
REQ04198,Finance,2026-06-24 01:58:00,,Met,,E461,Medium
REQ04199,HR,2026-06-12 05:54:00,2026-06-12 13:19:00,Met,445.0,E456,Medium
REQ04200,Finance,2026-06-03 02:09:00,2026-06-03 06:12:00,,243.0,E349,Medium
REQ04201,HR,2026-06-30 13:42:00,2026-06-30 20:28:00,,406.0,E436,Medium
REQ04202,IT,2026-06-11 06:53:00,2026-06-11 13:32:00,Met,399.0,E184,High
REQ04203,IT,2026-06-06 07:37:00,2026-06-06 15:36:00,Breached,479.0,E205,High
REQ04204,HR,2026-06-27 23:00:00,2026-06-28 04:13:00,Breached,313.0,E349,High
REQ04205,HR,2026-06-29 12:25:00,2026-06-29 13:40:00,Met,75.0,E185,Low
REQ04206,Finance,2026-06-02 06:12:00,,,,E132,Medium
REQ04207,Finance,2026-06-29 04:26:00,,Met,,E198,Low
REQ04208,Operations,2026-06-04 09:08:00,,Breached,,E272,Low
REQ04209,Finance,2026-06-04 10:29:00,2026-06-04 11:17:00,Met,48.0,E421,High
REQ04210,HR,2026-06-28 03:56:00,,,,E127,Low
REQ04211,IT,2026-06-23 00:40:00,,Met,,E106,High
REQ04212,IT,2026-06-09 09:41:00,2026-06-09 10:37:00,Breached,56.0,E362,High
REQ04213,HR,2026-06-04 18:26:00,2026-06-05 00:52:00,Breached,386.0,E120,Medium
REQ04214,HR,2026-06-12 05:28:00,2026-06-12 07:22:00,Met,114.0,E498,Low
REQ04215,IT,2026-06-28 10:02:00,2026-06-28 17:24:00,,442.0,E148,High
REQ04216,Finance,2026-06-27 21:38:00,,,,E178,High
REQ04217,Finance,2026-06-13 20:53:00,2026-06-14 05:10:00,Met,497.0,E290,High
REQ04218,HR,2026-06-20 07:30:00,2026-06-20 12:10:00,Breached,280.0,E165,High
REQ04219,IT,2026-06-21 10:02:00,2026-06-21 10:50:00,Met,48.0,E409,Low
REQ04220,HR,2026-06-25 04:39:00,2026-06-25 05:28:00,,49.0,E183,Medium
REQ04221,Operations,2026-06-12 12:42:00,2026-06-12 13:05:00,Met,23.0,E123,Medium
REQ04222,Operations,2026-06-28 17:18:00,,Met,,E230,Low
REQ04223,Operations,2026-06-02 07:43:00,2026-06-02 08:35:00,Met,52.0,E383,High
REQ04224,Finance,2026-06-14 12:18:00,2026-06-14 13:38:00,Breached,80.0,E472,Medium
REQ04225,Finance,2026-06-23 06:11:00,,Met,,E231,Medium
REQ04226,HR,2026-06-17 13:32:00,2026-06-17 15:12:00,,100.0,E322,High
REQ04227,IT,2026-06-25 17:35:00,2026-06-26 00:34:00,Met,419.0,E359,Medium
REQ04228,Operations,2026-06-21 18:09:00,2026-06-21 22:06:00,Breached,237.0,E269,Low
REQ04229,Operations,2026-06-29 02:05:00,2026-06-29 02:48:00,Met,43.0,E189,Medium
REQ04230,IT,2026-06-12 05:22:00,2026-06-12 10:27:00,Met,305.0,E136,High
REQ04231,Operations,2026-06-24 20:59:00,2026-06-25 01:44:00,Breached,285.0,E439,Low
REQ04232,HR,2026-06-17 17:26:00,2026-06-17 22:03:00,Met,277.0,E298,Low
REQ04233,HR,2026-06-16 09:27:00,,Met,,E378,Low
REQ04234,Operations,2026-06-23 06:24:00,,,,E259,Medium
REQ04235,HR,2026-06-16 08:43:00,2026-06-16 14:34:00,Met,351.0,E355,High
REQ04236,HR,2026-06-10 08:30:00,,,,E313,Low
REQ04237,HR,2026-06-04 20:28:00,2026-06-04 21:10:00,,42.0,E225,Medium
REQ04238,HR,2026-06-24 17:50:00,2026-06-24 21:59:00,Met,249.0,E374,Low
REQ04239,HR,2026-06-18 04:12:00,2026-06-18 05:16:00,,64.0,E354,High
REQ04240,HR,2026-06-21 09:17:00,2026-06-21 10:04:00,Met,47.0,E263,Low
REQ04241,HR,2026-06-27 12:44:00,,,,E450,Medium
REQ04242,Finance,2026-06-24 20:35:00,2026-06-25 03:21:00,Met,406.0,E354,High
REQ04243,HR,2026-06-11 19:47:00,2026-06-12 03:06:00,Met,439.0,E299,Medium
REQ04244,Operations,2026-06-21 15:28:00,2026-06-21 15:48:00,Met,20.0,E390,High
REQ04245,HR,2026-06-03 00:37:00,,Met,,E186,Medium
REQ04246,HR,2026-06-23 12:03:00,2026-06-23 12:27:00,,24.0,E215,Low
REQ04247,Finance,2026-06-22 04:36:00,2026-06-22 06:18:00,Met,102.0,E481,Medium
REQ04248,Finance,2026-06-08 15:16:00,,Met,,E307,Low
REQ04249,IT,2026-06-16 03:16:00,,,,E159,High
REQ04250,HR,2026-06-12 16:41:00,,Breached,,E217,High
REQ04251,Operations,2026-06-21 13:28:00,2026-06-21 20:57:00,,449.0,E229,Low
REQ04252,IT,2026-06-05 19:21:00,2026-06-05 20:09:00,Met,48.0,E455,Medium
REQ04253,Operations,2026-06-29 03:11:00,,,,E466,Low
REQ04254,HR,2026-06-11 01:02:00,,Met,,E116,High
REQ04255,Finance,2026-06-18 11:05:00,2026-06-18 11:47:00,,42.0,E371,Medium
REQ04256,Operations,2026-06-21 18:46:00,2026-06-21 20:08:00,,82.0,E438,Medium
REQ04257,IT,2026-06-19 09:39:00,2026-06-19 15:32:00,Breached,353.0,E186,High
REQ04258,IT,2026-06-30 06:28:00,,Breached,,E293,Medium
REQ04259,Finance,2026-06-09 16:01:00,,,,E156,High
REQ04260,HR,2026-06-26 16:58:00,2026-06-26 18:57:00,,119.0,E206,High
REQ04261,IT,2026-06-27 22:09:00,2026-06-27 23:36:00,Breached,87.0,E306,Low
REQ04262,IT,2026-06-14 12:35:00,,Met,,E102,Medium
REQ04263,HR,2026-06-18 22:18:00,2026-06-18 23:18:00,Met,60.0,E411,High
REQ04264,HR,2026-06-30 07:06:00,2026-06-30 08:07:00,Met,61.0,E180,Low
REQ04265,HR,2026-06-16 03:19:00,2026-06-16 08:04:00,Breached,285.0,E315,Medium
REQ04266,Finance,2026-06-29 13:39:00,2026-06-29 14:43:00,Breached,64.0,E385,High
REQ04267,Finance,2026-06-03 19:49:00,2026-06-03 20:51:00,Breached,62.0,E417,High
REQ04268,Operations,2026-06-11 13:59:00,2026-06-11 18:35:00,Breached,276.0,E395,Low
REQ04269,IT,2026-06-19 17:54:00,2026-06-19 18:27:00,Breached,33.0,E438,High
REQ04270,HR,2026-06-27 00:04:00,2026-06-27 03:40:00,Breached,216.0,E291,Low
REQ04271,Finance,2026-06-01 16:11:00,2026-06-01 17:46:00,,95.0,E397,High
REQ04272,Operations,2026-06-11 10:46:00,2026-06-11 14:49:00,Breached,243.0,E359,Medium
REQ04273,Finance,2026-07-01 05:15:00,2026-07-01 05:49:00,,34.0,E133,High
REQ04274,Operations,2026-06-03 00:12:00,2026-06-03 04:29:00,Breached,257.0,E490,Low
REQ04275,Operations,2026-06-09 05:46:00,2026-06-09 07:41:00,Met,115.0,E424,High
REQ04276,Finance,2026-06-04 13:38:00,2026-06-04 14:19:00,Met,41.0,E403,Medium
REQ04277,Operations,2026-06-15 02:23:00,2026-06-15 06:33:00,,250.0,E177,Low
REQ04278,HR,2026-06-08 04:02:00,,Breached,,E470,Medium
REQ04279,Operations,2026-06-12 11:02:00,2026-06-12 12:10:00,Met,68.0,E380,Low
REQ04280,IT,2026-06-25 02:44:00,2026-06-25 04:02:00,,78.0,E256,Low
REQ04281,HR,2026-06-25 20:40:00,,Met,,E258,High
REQ04282,Finance,2026-06-28 05:29:00,,Met,,E404,High
REQ04283,IT,2026-06-17 02:15:00,,Met,,E275,Low
REQ04284,HR,2026-06-04 08:48:00,,Met,,E498,Low
REQ04285,Operations,2026-06-12 04:30:00,,,,E123,Medium
REQ04286,HR,2026-06-20 00:10:00,2026-06-20 01:42:00,,92.0,E304,High
REQ04287,Operations,2026-06-13 01:27:00,2026-06-13 03:23:00,,116.0,E493,Medium
REQ04288,HR,2026-06-17 10:51:00,2026-06-17 18:09:00,Breached,438.0,E343,Medium
REQ04289,Finance,2026-06-03 12:58:00,,Met,,E199,Medium
REQ04290,IT,2026-06-23 16:37:00,2026-06-23 16:58:00,Met,21.0,E335,Medium
REQ04291,Operations,2026-06-03 05:57:00,2026-06-03 07:29:00,,92.0,E176,Low
REQ04292,Finance,2026-06-13 22:28:00,2026-06-13 23:31:00,Met,63.0,E247,Medium
REQ04293,HR,2026-06-13 08:22:00,2026-06-13 14:36:00,Breached,374.0,E131,Medium
REQ04294,HR,2026-06-26 03:01:00,2026-06-26 04:09:00,Breached,68.0,E456,Low
REQ04295,IT,2026-06-19 16:48:00,2026-06-19 23:22:00,Breached,394.0,E202,Medium
REQ04296,IT,2026-06-29 12:56:00,2026-06-29 13:59:00,Met,63.0,E123,High
REQ04297,HR,2026-06-13 04:14:00,,,,E312,Low
REQ04298,Operations,2026-06-05 20:43:00,2026-06-06 01:22:00,,279.0,E472,Low
REQ04299,Finance,2026-06-23 16:19:00,2026-06-23 20:25:00,,246.0,E416,Low
REQ04300,Finance,2026-06-05 02:03:00,2026-06-05 03:08:00,Met,65.0,E235,Medium
REQ04301,IT,2026-06-30 13:33:00,2026-06-30 19:02:00,,329.0,E141,Medium
REQ04302,Operations,2026-06-26 08:27:00,2026-06-26 10:11:00,Met,104.0,E437,Low
REQ04303,IT,2026-06-02 03:42:00,2026-06-02 04:43:00,Breached,61.0,E121,High
REQ04304,Finance,2026-06-25 18:53:00,2026-06-25 19:25:00,Met,32.0,E244,Medium
REQ04305,HR,2026-06-18 05:01:00,2026-06-18 12:42:00,Breached,461.0,E479,Medium
REQ04306,IT,2026-06-27 06:46:00,2026-06-27 12:28:00,Met,342.0,E156,Medium
REQ04307,Operations,2026-06-12 22:31:00,,,,E379,Low
REQ04308,Finance,2026-06-11 15:44:00,2026-06-11 23:11:00,Met,447.0,E229,High
REQ04309,IT,2026-06-09 00:17:00,2026-06-09 01:58:00,Breached,101.0,E350,Low
